concept:biotechcompany:aspect_medical_systems,concept:biotechcompany,59
concept:company:limited_brands,concept:ceo:leslie_wexner,14
concept:company:limited_brands,concept:retailstore,59
concept:company:limited_brands,concept:company,59
concept:biotechcompany:calavo_growers,concept:biotechcompany,59
concept:biotechcompany:playboy_enterprises_inc,concept:biotechcompany,59
concept:biotechcompany:b_c_s_b_bancorp_inc,concept:biotechcompany,59
concept:biotechcompany:boeing_integrated_defense_systems,concept:biotechcompany,59
concept:company:mahindra___mahindra_ltd_,concept:company,59
concept:biotechcompany:marsam_pharmaceuticals,concept:biotechcompany,59
concept:biotechcompany:sifco_industries_inc,concept:biotechcompany,59
concept:biotechcompany:medecins_sans_frontieres,concept:nonprofitorganization:doctors_without_borders,38
concept:biotechcompany:acceleron,concept:biotechcompany,59
concept:biotechcompany:midwestone_financial_group_inc,concept:biotechcompany,59
concept:company:verifone,concept:company,59
concept:biotechcompany:anntaylor_stores_corp,concept:biotechcompany,59
concept:biotechcompany:magma_design_automation_inc,concept:biotechcompany,59
concept:biotechcompany:u_s__concrete,concept:biotechcompany,59
concept:biotechcompany:abgenix,concept:biotechcompany,59
concept:biotechcompany:nupathe,concept:biotechcompany,59
concept:biotechcompany:united_retail_group_inc,concept:biotechcompany,59
concept:biotechcompany:universal_security_instruments_inc,concept:biotechcompany,59
concept:biotechcompany:eisai_inc,concept:biotechcompany,59
concept:biotechcompany:eresearch_technology,concept:biotechcompany,59
concept:biotechcompany:n3_6_teva_and_ratiopharm,concept:biotechcompany,59
concept:biotechcompany:american_church_mortgage_co,concept:biotechcompany,59
concept:biotechcompany:transduction_laboratories,concept:biotechcompany,59
concept:biotechcompany:china_finance_online_co__ltd,concept:biotechcompany,59
concept:biotechcompany:sherman_pharmaceuticals,concept:biotechcompany,59
concept:biotechcompany:coldwater_creek_inc,concept:biotechcompany,59
concept:biotechcompany:coldwater_creek_inc,concept:retailstore,59
concept:biotechcompany:investors_title_co,concept:biotechcompany,59
concept:biotechcompany:orckit_communications_ltd,concept:biotechcompany,59
concept:biotechcompany:intuit,concept:company:mint,0
concept:biotechcompany:intuit,concept:ceo:scott_cook,3
concept:biotechcompany:intuit,concept:ceo:stephen_bennett,3
concept:biotechcompany:intuit,concept:ceo:brad_smith,3
concept:biotechcompany:intuit,concept:celebrity:bill_campbell,3
concept:biotechcompany:intuit,concept:ceo:scott_cook,5
concept:biotechcompany:intuit,concept:ceo:stephen_bennett,5
